UA,UANAME,CBSA,MNAME,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,MPOP,MHU,MAREA,MAREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
99999,"Not in a 2010 urban area",11940,"Athens, TN Micro Area",2,31538,13619,1067646473,1062390394,,,,,52266,23341,1119349601,1114018337,,,,,60.34,58.35,95.38,95.37
99999,"Not in a 2010 urban area",11980,"Athens, TX Micro Area",2,47206,23932,2384334384,2191572780,,,,,78532,39595,2456167228,2262997188,,,,,60.11,60.44,97.08,96.84
99999,"Not in a 2010 urban area",12020,"Athens-Clarke County, GA Metro Area",1,63971,26267,2424462706,2400571956,,,,,192541,81719,2680724038,2654252197,,,,,33.22,32.14,90.44,90.44
99999,"Not in a 2010 urban area",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",1,571894,230199,14538755870,14268821700,,,,,5268860,2165495,21965773272,21596721304,,,,,10.85,10.63,66.19,66.07
99999,"Not in a 2010 urban area",12100,"Atlantic City-Hammonton, NJ Metro Area",1,34905,13695,1434357091,1141312630,,,,,274549,126647,1740023310,1439267859,,,,,12.71,10.81,82.43,79.3
99999,"Not in a 2010 urban area",12140,"Auburn, IN Micro Area",2,17860,7123,908845853,906188443,,,,,42223,17558,942368234,939710824,,,,,42.3,40.57,96.44,96.43
99999,"Not in a 2010 urban area",12180,"Auburn, NY Micro Area",2,44640,20263,2198170617,1752713664,,,,,80026,36489,2236897583,1791189978,,,,,55.78,55.53,98.27,97.85
99999,"Not in a 2010 urban area",12220,"Auburn-Opelika, AL Metro Area",1,38441,16917,1392212685,1372092342,,,,,140247,62391,1595041090,1573510728,,,,,27.41,27.11,87.28,87.2
99999,"Not in a 2010 urban area",12260,"Augusta-Richmond County, GA-SC Metro Area",1,148453,63552,7887712637,7753532652,,,,,556877,236949,8611351417,8469997336,,,,,26.66,26.82,91.6,91.54
99999,"Not in a 2010 urban area",12300,"Augusta-Waterville, ME Micro Area",2,76748,38849,2378281113,2163774280,,,,,122151,60972,2463530618,2246876912,,,,,62.83,63.72,96.54,96.3
99999,"Not in a 2010 urban area",12380,"Austin, MN Micro Area",2,14060,5938,1811034291,1810671221,,,,,39163,17027,1842949776,1842332613,,,,,35.9,34.87,98.27,98.28
99999,"Not in a 2010 urban area",12420,"Austin-Round Rock-San Marcos, TX Metro Area",1,219921,88162,9502247304,9359259708,,,,,1716289,706505,11085352384,10929465393,,,,,12.81,12.48,85.72,85.63
99999,"Not in a 2010 urban area",12460,"Bainbridge, GA Micro Area",2,15724,6805,1586638081,1519876352,,,,,27842,12125,1613997327,1546584607,,,,,56.48,56.12,98.3,98.27
99999,"Not in a 2010 urban area",12540,"Bakersfield-Delano, CA Metro Area",1,85693,35576,20568912432,20491875293,,,,,839631,284367,21141142333,21061565098,,,,,10.21,12.51,97.29,97.3
99999,"Not in a 2010 urban area",12580,"Baltimore-Towson, MD Metro Area",1,243223,92564,5590521945,4367391627,,,,,2710489,1132251,8041974873,6737801281,,,,,8.97,8.18,69.52,64.82
99999,"Not in a 2010 urban area",12620,"Bangor, ME Metro Area",1,88737,44392,9093985332,8684062668,,,,,153923,73860,9212796487,8799125852,,,,,57.65,60.1,98.71,98.69
99999,"Not in a 2010 urban area",12660,"Baraboo, WI Micro Area",2,28600,13739,2146885925,2102597384,,,,,61976,29708,2197907262,2152025932,,,,,46.15,46.25,97.68,97.7
99999,"Not in a 2010 urban area",12700,"Barnstable Town, MA Metro Area",1,16155,18599,2724501192,411510985,,,,,215888,160281,3381326354,1019738402,,,,,7.48,11.6,80.57,40.35
99999,"Not in a 2010 urban area",12740,"Barre, VT Micro Area",2,31437,17060,1745005130,1724547036,,,,,59534,29941,1801139363,1779926134,,,,,52.81,56.98,96.88,96.89
99999,"Not in a 2010 urban area",12780,"Bartlesville, OK Micro Area",2,12174,5290,1038103065,1015305878,,,,,50976,23451,1098850195,1076020808,,,,,23.88,22.56,94.47,94.36
99999,"Not in a 2010 urban area",12820,"Bastrop, LA Micro Area",2,14000,6464,2061542658,2032769041,,,,,27979,12423,2087749092,2058870285,,,,,50.04,52.03,98.74,98.73
99999,"Not in a 2010 urban area",12860,"Batavia, NY Micro Area",2,35979,14868,1252525461,1246599724,,,,,60079,25589,1282840237,1276697637,,,,,59.89,58.1,97.64,97.64
99999,"Not in a 2010 urban area",12900,"Batesville, AR Micro Area",2,25134,11232,1974172036,1954790755,,,,,36647,16187,1998222877,1978628920,,,,,68.58,69.39,98.8,98.8
99999,"Not in a 2010 urban area",12940,"Baton Rouge, LA Metro Area",1,184369,73252,9896207802,9425973866,,,,,802484,329729,10915581191,10429665412,,,,,22.97,22.22,90.66,90.38
99999,"Not in a 2010 urban area",12980,"Battle Creek, MI Metro Area",1,42174,17974,1694312028,1666644347,,,,,136146,61042,1860525582,1829135298,,,,,30.98,29.45,91.07,91.12
99999,"Not in a 2010 urban area",13020,"Bay City, MI Metro Area",1,32667,13744,1515538936,1031788913,,,,,107771,48220,1633549694,1145557748,,,,,30.31,28.5,92.78,90.07
99999,"Not in a 2010 urban area",13060,"Bay City, TX Micro Area",2,13366,8597,4146772112,2820214206,,,,,36702,18801,4176380439,2849700666,,,,,36.42,45.73,99.29,98.97
99999,"Not in a 2010 urban area",13100,"Beatrice, NE Micro Area",2,9906,4503,2209718650,2187960070,,,,,22311,10446,2227280892,2205352156,,,,,44.4,43.11,99.21,99.21
99999,"Not in a 2010 urban area",13140,"Beaumont-Port Arthur, TX Metro Area",1,78142,32271,5633162639,4899838715,,,,,388745,162334,6189375862,5440350393,,,,,20.1,19.88,91.01,90.06
99999,"Not in a 2010 urban area",13180,"Beaver Dam, WI Micro Area",2,43174,18292,2300541546,2219912052,,,,,88759,37005,2349259551,2267857853,,,,,48.64,49.43,97.93,97.89
99999,"Not in a 2010 urban area",13220,"Beckley, WV Micro Area",2,30959,14058,1451057791,1441364718,,,,,78859,35931,1578201465,1567850996,,,,,39.26,39.12,91.94,91.93
99999,"Not in a 2010 urban area",13260,"Bedford, IN Micro Area",2,26964,11809,1132365022,1125230728,,,,,46134,21074,1170490550,1163339936,,,,,58.45,56.04,96.74,96.72
99999,"Not in a 2010 urban area",13300,"Beeville, TX Micro Area",2,13693,4354,2248551288,2248304878,,,,,31861,10649,2280055900,2279809490,,,,,42.98,40.89,98.62,98.62
99999,"Not in a 2010 urban area",13340,"Bellefontaine, OH Micro Area",2,26100,11103,1180894549,1159383984,,,,,45858,23181,1208935411,1187326601,,,,,56.91,47.9,97.68,97.65
99999,"Not in a 2010 urban area",13380,"Bellingham, WA Metro Area",1,52042,23792,6281941955,5264459680,,,,,201140,90665,6483958071,5456733620,,,,,25.87,26.24,96.88,96.48
99999,"Not in a 2010 urban area",13420,"Bemidji, MN Micro Area",2,29816,14314,7885196903,6458634926,,,,,44442,20527,7914370803,6487764440,,,,,67.09,69.73,99.63,99.55
99999,"Not in a 2010 urban area",13460,"Bend, OR Metro Area",1,43603,28295,7763500793,7669317657,,,,,157733,80139,7911812199,7817065156,,,,,27.64,35.31,98.13,98.11
99999,"Not in a 2010 urban area",13500,"Bennettsville, SC Micro Area",2,15927,7314,1233862986,1220637309,,,,,28933,12072,1256854415,1242350170,,,,,55.05,60.59,98.17,98.25
99999,"Not in a 2010 urban area",13540,"Bennington, VT Micro Area",2,23950,15278,1734095144,1727428230,,,,,37125,20922,1755122278,1748190656,,,,,64.51,73.02,98.8,98.81
99999,"Not in a 2010 urban area",13620,"Berlin, NH-VT Micro Area",2,28202,20770,6473335628,6352785710,,,,,39361,26340,6487992398,6366923274,,,,,71.65,78.85,99.77,99.78
99999,"Not in a 2010 urban area",13660,"Big Rapids, MI Micro Area",2,28557,16014,1455084640,1413495870,,,,,42798,21131,1479386400,1437626850,,,,,66.73,75.78,98.36,98.32
99999,"Not in a 2010 urban area",13700,"Big Spring, TX Micro Area",2,7025,3202,2303673849,2294899642,,,,,35012,13124,2341880292,2333038341,,,,,20.06,24.4,98.37,98.37
99999,"Not in a 2010 urban area",13740,"Billings, MT Metro Area",1,34772,16285,12047322217,11972407841,,,,,158050,70384,12201936451,12126535657,,,,,22,23.14,98.73,98.73
99999,"Not in a 2010 urban area",13780,"Binghamton, NY Metro Area",1,85838,37451,2992943728,2966165992,,,,,251725,112766,3207426958,3171097900,,,,,34.1,33.21,93.31,93.54
99999,"Not in a 2010 urban area",13820,"Birmingham-Hoover, AL Metro Area",1,325106,139997,12350671293,12133449043,,,,,1128047,500025,13907647336,13673875552,,,,,28.82,28,88.8,88.73
99999,"Not in a 2010 urban area",13860,"Bishop, CA Micro Area",2,8611,4859,26476475961,26357320013,,,,,18546,9478,26487562274,26368354217,,,,,46.43,51.27,99.96,99.96
99999,"Not in a 2010 urban area",13900,"Bismarck, ND Metro Area",1,23832,9469,9254311010,9114128059,,,,,108779,47833,9359553484,9217569153,,,,,21.91,19.8,98.88,98.88
99999,"Not in a 2010 urban area",13940,"Blackfoot, ID Micro Area",2,25554,8834,5454386354,5386010324,,,,,45607,16141,5491826013,5423378296,,,,,56.03,54.73,99.32,99.31
99999,"Not in a 2010 urban area",13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",1,51823,24562,2641079130,2598082544,,,,,162958,70550,2821756309,2777824996,,,,,31.8,34.82,93.6,93.53
99999,"Not in a 2010 urban area",14020,"Bloomington, IN Metro Area",1,75714,34609,3351812048,3292902732,,,,,192714,84409,3483699060,3424720821,,,,,39.29,41,96.21,96.15
99999,"Not in a 2010 urban area",14060,"Bloomington-Normal, IL Metro Area",1,27974,11687,2930685409,2923414473,,,,,169572,69656,3072424395,3064933852,,,,,16.5,16.78,95.39,95.38
99999,"Not in a 2010 urban area",14100,"Bloomsburg-Berwick, PA Micro Area",2,37313,16770,1533994948,1512334283,,,,,85562,37463,1612241181,1588570362,,,,,43.61,44.76,95.15,95.2
99999,"Not in a 2010 urban area",14140,"Bluefield, WV-VA Micro Area",2,48751,22537,2290527465,2283882973,,,,,107342,50941,2436389397,2428992241,,,,,45.42,44.24,94.01,94.03
99999,"Not in a 2010 urban area",14180,"Blytheville, AR Micro Area",2,16857,7151,2343785772,2294033544,,,,,46480,20459,2382302353,2332475973,,,,,36.27,34.95,98.38,98.35
99999,"Not in a 2010 urban area",14220,"Bogalusa, LA Micro Area",2,31449,13719,1721570145,1705183537,,,,,47168,21039,1750532869,1734061145,,,,,66.67,65.21,98.35,98.33
99999,"Not in a 2010 urban area",14260,"Boise City-Nampa, ID Metro Area",1,82470,32234,30076979250,29906480594,,,,,616561,246052,30648319713,30472746731,,,,,13.38,13.1,98.14,98.14
99999,"Not in a 2010 urban area",14300,"Bonham, TX Micro Area",2,23920,10859,2314604671,2293763069,,,,,33915,14191,2328097998,2307256396,,,,,70.53,76.52,99.42,99.42
99999,"Not in a 2010 urban area",14340,"Boone, IA Micro Area",2,13320,5660,1460758058,1455393260,,,,,26306,11756,1485721642,1480356844,,,,,50.63,48.15,98.32,98.31
99999,"Not in a 2010 urban area",14380,"Boone, NC Micro Area",2,28316,23210,776851835,774637423,,,,,51079,32137,811837935,809515805,,,,,55.44,72.22,95.69,95.69
99999,"Not in a 2010 urban area",14420,"Borger, TX Micro Area",2,4998,2382,2278331304,2258830713,,,,,22150,10629,2317915665,2298404081,,,,,22.56,22.41,98.29,98.28
99999,"Not in a 2010 urban area",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",1,250325,98961,6282045161,3849630128,,,,,4552402,1883206,11687228181,9032348482,,,,,5.5,5.25,53.75,42.62
99999,"Not in a 2010 urban area",14500,"Boulder, CO Metro Area",1,26255,13742,1692932082,1659978254,,,,,294567,127071,1917549467,1881080439,,,,,8.91,10.81,88.29,88.25
99999,"Not in a 2010 urban area",14540,"Bowling Green, KY Metro Area",1,47647,21104,2097681436,2069609381,,,,,125953,53690,2215911575,2187202265,,,,,37.83,39.31,94.66,94.62
99999,"Not in a 2010 urban area",14580,"Bozeman, MT Micro Area",2,30025,15751,6731286311,6655550387,,,,,89513,42289,6817021199,6740934490,,,,,33.54,37.25,98.74,98.73
99999,"Not in a 2010 urban area",14620,"Bradford, PA Micro Area",2,27607,13974,2531752479,2518938488,,,,,43450,21225,2549116804,2536109386,,,,,63.54,65.84,99.32,99.32
99999,"Not in a 2010 urban area",14660,"Brainerd, MN Micro Area",2,67777,54184,9188198451,7771919316,,,,,91067,65083,9247901087,7823413217,,,,,74.43,83.25,99.35,99.34
99999,"Not in a 2010 urban area",14700,"Branson, MO Micro Area",2,51224,30075,2905873257,2738851073,,,,,83877,49628,3010646706,2839843659,,,,,61.07,60.6,96.52,96.44
99999,"Not in a 2010 urban area",14740,"Bremerton-Silverdale, WA Metro Area",1,42044,17804,994654369,633941822,,,,,251133,107367,1465722918,1022893152,,,,,16.74,16.58,67.86,61.98
99999,"Not in a 2010 urban area",14780,"Brenham, TX Micro Area",2,18036,9160,1588743747,1542698647,,,,,33718,15514,1610326677,1564232347,,,,,53.49,59.04,98.66,98.62
99999,"Not in a 2010 urban area",14820,"Brevard, NC Micro Area",2,19734,12603,953530866,948390274,,,,,33090,19163,985524092,980383414,,,,,59.64,65.77,96.75,96.74
99999,"Not in a 2010 urban area",14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",1,42028,16540,990918368,472307902,,,,,916829,361221,2167618768,1618456437,,,,,4.58,4.58,45.71,29.18
99999,"Not in a 2010 urban area",14940,"Brigham City, UT Micro Area",2,15542,5475,17377040882,14829105085,,,,,49975,17326,17428849266,14880907163,,,,,31.1,31.6,99.7,99.65
99999,"Not in a 2010 urban area",15020,"Brookhaven, MS Micro Area",2,24234,10558,1500498466,1495172314,,,,,34869,15255,1523365145,1518030804,,,,,69.5,69.21,98.5,98.49
99999,"Not in a 2010 urban area",15060,"Brookings, OR Micro Area",2,8662,5185,5125306780,4191441183,,,,,22364,12613,5149787157,4215100613,,,,,38.73,41.11,99.52,99.44
99999,"Not in a 2010 urban area",15100,"Brookings, SD Micro Area",2,9483,4273,2060211989,2027244389,,,,,31965,13137,2084772229,2051804629,,,,,29.67,32.53,98.82,98.8
99999,"Not in a 2010 urban area",15140,"Brownsville, TN Micro Area",2,8908,3992,1368264036,1365806907,,,,,18787,8315,1383210206,1380753077,,,,,47.42,48.01,98.92,98.92
99999,"Not in a 2010 urban area",15180,"Brownsville-Harlingen, TX Metro Area",1,34207,12324,2841259353,1855722255,,,,,406220,141924,3306009649,2307478146,,,,,8.42,8.68,85.94,80.42
99999,"Not in a 2010 urban area",15220,"Brownwood, TX Micro Area",2,15395,8597,2434521676,2402092906,,,,,38106,18287,2478499734,2446070964,,,,,40.4,47.01,98.23,98.2
99999,"Not in a 2010 urban area",15260,"Brunswick, GA Metro Area",1,45336,24459,4013852870,3187759803,,,,,112370,58022,4160410821,3331797761,,,,,40.35,42.15,96.48,95.68
99999,"Not in a 2010 urban area",15340,"Bucyrus, OH Micro Area",2,15440,6514,1003639321,1001361026,,,,,43784,20167,1042980203,1040620962,,,,,35.26,32.3,96.23,96.23
99999,"Not in a 2010 urban area",15380,"Buffalo-Niagara Falls, NY Metro Area",1,135002,54892,5021126262,2959991347,,,,,1135509,519094,6129267586,4053467047,,,,,11.89,10.57,81.92,73.02
99999,"Not in a 2010 urban area",15420,"Burley, ID Micro Area",2,20698,7555,8623243503,8572435461,,,,,43021,16037,8658873187,8605681272,,,,,48.11,47.11,99.59,99.61
99999,"Not in a 2010 urban area",15460,"Burlington, IA-IL Micro Area",2,18087,8514,2096291730,2018785651,,,,,47656,22362,2136663244,2059028580,,,,,37.95,38.07,98.11,98.05
99999,"Not in a 2010 urban area",15500,"Burlington, NC Metro Area",1,43160,18878,922668022,896383009,,,,,151131,66576,1125965320,1098007863,,,,,28.56,28.36,81.94,81.64
99999,"Not in a 2010 urban area",15540,"Burlington-South Burlington, VT Metro Area",1,81891,37915,3697529398,3043042968,,,,,211261,92358,3900388860,3242912847,,,,,38.76,41.05,94.8,93.84
99999,"Not in a 2010 urban area",15580,"Butte-Silver Bow, MT Micro Area",2,3913,1794,1819615995,1818127423,,,,,34200,16717,1862336512,1860847940,,,,,11.44,10.73,97.71,97.7
99999,"Not in a 2010 urban area",15620,"Cadillac, MI Micro Area",2,35894,20024,2949261951,2903346643,,,,,47584,25853,2976660567,2925981930,,,,,75.43,77.45,99.08,99.23
99999,"Not in a 2010 urban area",15660,"Calhoun, GA Micro Area",2,28453,11613,851682659,846340040,,,,,55186,22278,927326521,921538864,,,,,51.56,52.13,91.84,91.84
99999,"Not in a 2010 urban area",15700,"Cambridge, MD Micro Area",2,18338,9357,2523064271,1378016130,,,,,32618,16554,2545968559,1400575316,,,,,56.22,56.52,99.1,98.39
99999,"Not in a 2010 urban area",15740,"Cambridge, OH Micro Area",2,24621,11619,1342083270,1326427226,,,,,40087,19193,1368297033,1352631007,,,,,61.42,60.54,98.08,98.06
99999,"Not in a 2010 urban area",15780,"Camden, AR Micro Area",2,20087,10365,3523150118,3495195950,,,,,31488,16018,3553893700,3525917076,,,,,63.79,64.71,99.13,99.13
99999,"Not in a 2010 urban area",15820,"Campbellsville, KY Micro Area",2,12793,5606,696598303,669729250,,,,,24512,10864,716954300,689784222,,,,,52.19,51.6,97.16,97.09
99999,"Not in a 2010 urban area",15860,"Cañon City, CO Micro Area",2,12371,6802,3912501800,3910297930,,,,,46824,19242,3972862738,3970627343,,,,,26.42,35.35,98.48,98.48
99999,"Not in a 2010 urban area",15900,"Canton, IL Micro Area",2,22251,10187,2269143642,2225169343,,,,,37069,16195,2285854575,2241880276,,,,,60.03,62.9,99.27,99.25
99999,"Not in a 2010 urban area",15940,"Canton-Massillon, OH Metro Area",1,71277,30256,2018151441,1998745520,,,,,404422,178913,2536796769,2511976008,,,,,17.62,16.91,79.56,79.57
99999,"Not in a 2010 urban area",15980,"Cape Coral-Fort Myers, FL Metro Area",1,36013,24101,2077613382,1084206435,,,,,618754,371099,3140259588,2031879249,,,,,5.82,6.49,66.16,53.36
99999,"Not in a 2010 urban area",16020,"Cape Girardeau-Jackson, MO-IL Metro Area",1,40542,17705,3685903913,3613103695,,,,,96275,42500,3781704109,3708732573,,,,,42.11,41.66,97.47,97.42
99999,"Not in a 2010 urban area",16060,"Carbondale, IL Micro Area",2,22381,10107,1502281010,1456176662,,,,,60218,28578,1560155284,1512763725,,,,,37.17,35.37,96.29,96.26
99999,"Not in a 2010 urban area",16100,"Carlsbad-Artesia, NM Micro Area",2,11226,4589,10797115294,10741387032,,,,,53829,22585,10871531753,10815079253,,,,,20.85,20.32,99.32,99.32
99999,"Not in a 2010 urban area",16180,"Carson City, NV Metro Area",1,2675,1159,354243218,321811986,,,,,55274,23534,407260471,374672985,,,,,4.84,4.92,86.98,85.89
99999,"Not in a 2010 urban area",16220,"Casper, WY Metro Area",1,10902,5128,13843823559,13752860575,,,,,75450,33807,13922907586,13831446772,,,,,14.45,15.17,99.43,99.43
99999,"Not in a 2010 urban area",16260,"Cedar City, UT Micro Area",2,10412,6535,8501689459,8490295660,,,,,46163,19667,8549757670,8538363871,,,,,22.55,33.23,99.44,99.44
99999,"Not in a 2010 urban area",16300,"Cedar Rapids, IA Metro Area",1,59920,25141,4990103824,4963003623,,,,,257940,112257,5231771006,5202679068,,,,,23.23,22.4,95.38,95.39
99999,"Not in a 2010 urban area",16340,"Cedartown, GA Micro Area",2,21327,8617,767399621,762962042,,,,,41475,16908,808440844,803754838,,,,,51.42,50.96,94.92,94.92
99999,"Not in a 2010 urban area",16380,"Celina, OH Micro Area",2,25043,10471,1209330352,1181008921,,,,,40814,17633,1226164284,1197736887,,,,,61.36,59.38,98.63,98.6
99999,"Not in a 2010 urban area",16420,"Central City, KY Micro Area",2,21556,9129,1221470002,1189600200,,,,,31499,13699,1241641130,1209728681,,,,,68.43,66.64,98.38,98.34
99999,"Not in a 2010 urban area",16460,"Centralia, IL Micro Area",2,17769,7837,1455460457,1446222721,,,,,39437,18296,1491926495,1482413602,,,,,45.06,42.83,97.56,97.56
99999,"Not in a 2010 urban area",16500,"Centralia, WA Micro Area",2,45767,21241,6255982770,6169887064,,,,,75455,34050,6309866390,6223229463,,,,,60.65,62.38,99.15,99.14
99999,"Not in a 2010 urban area",16540,"Chambersburg, PA Micro Area",2,60374,24237,1833848371,1832372083,,,,,149618,63219,2001596464,2000050083,,,,,40.35,38.34,91.62,91.62
99999,"Not in a 2010 urban area",16580,"Champaign-Urbana, IL Metro Area",1,42760,18258,4797648563,4790737375,,,,,231891,101120,4983387074,4975583322,,,,,18.44,18.06,96.27,96.28
99999,"Not in a 2010 urban area",16620,"Charleston, WV Metro Area",1,119640,53649,6274299460,6243912194,,,,,304284,141585,6596504666,6546817687,,,,,39.32,37.89,95.12,95.37
99999,"Not in a 2010 urban area",16660,"Charleston-Mattoon, IL Micro Area",2,24133,10591,2173169263,2166079660,,,,,64921,28299,2219825584,2212664935,,,,,37.17,37.43,97.9,97.89
99999,"Not in a 2010 urban area",16700,"Charleston-North Charleston-Summerville, SC Metro Area",1,116203,55948,7403304555,5943581096,,,,,664607,298542,8192233135,6703350685,,,,,17.48,18.74,90.37,88.67
99999,"Not in a 2010 urban area",16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",1,212545,87360,5586616572,5481129812,,,,,1758038,737775,8150442295,7990592664,,,,,12.09,11.84,68.54,68.59
99999,"Not in a 2010 urban area",16820,"Charlottesville, VA Metro Area",1,85172,40041,4151547392,4119030841,,,,,201559,89134,4293514695,4258053333,,,,,42.26,44.92,96.69,96.74
